Police arrest 15 after violent protest outside UK refugee hotel	Polizei verhaftet 15 nach gewalttätigem Protest vor britischem Flüchtlingshotel	yes
Wazir explained that these two tombs belong to prominent people, who lived during the beginning of the 18th dynasty of the New Kingdom - one of the most important eras of ancient Egypt. He said that the layout of the tombs are T-shaped, a style commonly used in tombs from the 18th dynasty. These consistent of an entrance, a column hall leading to a burial shaft, and walls featuring distinct inscriptions. Waziri added that Djehuty was supervisor of the state treasury and overviewed works of craftsmen and artists during the reign of Queen Hatshepsut.	Wazir erklärte, dass diese beiden Gräber prominenten Persönlichkeiten gehörten, die zu Beginn der 18. Dynastie des Neuen Reiches lebten - einer der wichtigsten Epochen des alten Ägypten. Er sagte, dass die Anordnung der Gräber T-förmig ist, ein Stil, der häufig in Gräbern aus der 18. Dynastie verwendet wurde. Diese bestehen aus einem Eingang, einer Säulenhalle, die zu einem Grabschacht führt, und Wänden mit deutlichen Inschriften. Waziri fügte hinzu, dass Djehuty Aufseher der Staatskasse war und Werke von Handwerkern und Künstlern während der Regierungszeit der Königin Hatschepsut besichtigte.	yes
Djehuty was also responsible for recording Hatshepsut's journey to Puntland, and providing electrum (a mixture of gold and silver) for covering the top of the obelisks that she placed in the Karnak temples. In addition, he was in charge of the process of moving the obelisks. The room that precedes the Djehuty's burial chamber features inscriptions engraved with 43 chapters of the Book of the Dead, the first time that the chapters of the book were written on the walls of tombs before being written on linen and papyrus. Hery, held the position of superintendent of the royal stores of the sacred royal wife and mother, Ahhotep.	Djehuty zeichnete auch Hatschepsuts Reise nach Puntland auf und lieferte Elektrum (eine Mischung aus Gold und Silber) für die Deckung der Obelisken, die sie in den Tempeln von Karnak aufgestellt hatte. Außerdem war er für den Transport der Obelisken verantwortlich. In dem Raum, der der Grabkammer des Djehuty vorausgeht, sind Inschriften mit 43 Kapiteln des Totenbuchs eingraviert, das erste Mal, dass die Kapitel des Buches an den Wänden der Gräber geschrieben wurden, bevor sie auf Leinen und Papyrus geschrieben wurden. Hery war Leiter der königlichen Vorräte der heiligen königlichen Gemahlin und Mutter Ahhotep.	no
Jared O'Mara should never have been a Labour candidate, says Rachel Reeves	Jared O'Mara hätte niemals Labour-Kandidat werden dürfen, sagt Rachel Reeves	yes
The disgraced former MP Jared O'Mara "should never have been selected as a Labour candidate" and deserves his four-year jail sentence, the shadow chancellor has said. Rachel Reeves was talking to the Guardian in the Bolton North East constituency on Friday, hours after key figures in the local party quit in protest at how Labour's national executive committee (NEC) was controlling the parliamentary selection process for the next general election.	Der in Ungnade gefallene ehemalige Abgeordnete Jared O'Mara „hätte niemals als Labour-Kandidat ausgewählt werden dürfen“ und verdiene seine vierjährige Haftstrafe, so der Schattenkanzler. Rachel Reeves sprach am Freitag mit dem Guardian im Wahlkreis Bolton North East, Stunden nachdem Schlüsselfiguren der lokalen Partei aus Protest gegen die Kontrolle der Parlamentswahl durch den National Executive Committee (NEC) von Labour ausgetreten waren.	yes
The entire selection committee in Bolton North East resigned after they were not allowed to choose the shortlist, an increasingly common practice in Keir Starmer's Labour party, saying: "Yet again, it appears that the Labour party is seeking to promote the views and attitudes of a clique in London, rather than local members in the north." They added: "This goes against the attitude necessary to win back the red wall, which is so desperately needed to deliver a Labour government." Reeves said: "I don't know what the circumstances are of what has happened in Bolton, but I do know that those being selected are strong candidates, often with very strong roots in their communities."	Das gesamte Auswahlkomitee in Bolton North East trat zurück, nachdem es nicht erlaubt war, die engere Wahl zu treffen, was in Keir Starmers Labour-Partei immer häufiger üblich ist, und sagte: „Wieder einmal scheint es, dass die Labour-Partei versucht, die Ansichten und Einstellungen einer Clique in London zu fördern, anstatt die lokalen Mitglieder im Norden.“ Sie fügten hinzu: „Das widerspricht der Einstellung, die notwendig ist, um die rote Mauer zurückzuerobern, die so dringend benötigt wird, um eine Labour-Regierung zu bilden.“ Reeves sagte: „Ich weiß nicht, was die Umstände der Ereignisse in Bolton sind, aber ich weiß, dass es sich bei den ausgewählten Kandidaten um starke Kandidaten handelt, die oft sehr stark in ihren Gemeinden verwurzelt sind.“	yes
There has been particular unhappiness that Leigh Drennan, the chair of Labour North West and aide to the Jeremy Corbyn-supporting Warrington North MP Charlotte Nichols, was not longlisted to try to win the seat back from the Conservatives, despite garnering nominations from four big trade unions. Reeves said she had nothing to do with candidate selection, but added: "I do know that it's really important that we have rigorous processes for who can be longlisted and who can be shortlisted."	Besonders unglücklich war, dass Leigh Drennan, Vorsitzende von Labour North West und Beraterin der Jeremy Corbyn unterstützenden Abgeordneten Charlotte Nichols, nicht auf der Liste stand, um den Sitz von den Konservativen zurückzugewinnen, obwohl sie von vier großen Gewerkschaften nominiert wurde. Reeves sagte, sie habe nichts mit der Kandidatenauswahl zu tun, fügte aber hinzu: „Ich weiß, dass es wirklich wichtig ist, dass wir strenge Verfahren haben, wer in die Longlist kommen kann und wer in die engere Wahl kommen kann.“	yes
O'Mara was imprisoned for four years this week after a jury found he had submitted fake expense claims totalling £52,000 in an attempt to fund his cocaine and alcohol abuse. Many people have suggested he was not properly vetted by Labour when he was selected to fight Nick Clegg, the former Liberal Democrat deputy prime minister, in Sheffield Hallam in 2017"s snap general election. Asked if the O'Mara debacle was looming large in the minds of Labour's NEC, Reeves said: "I don't want to suggest in any way that anyone not on a shortlist is a cocaine user. But Jared O'Mara was a terrible case. He should never have been selected as a Labour candidate; he should never have been an MP. He used public money, it's absolutely right he's received his sentence."	O'Mara wurde diese Woche für vier Jahre inhaftiert, nachdem eine Jury befand, dass er gefälschte Spesenabrechnungen von insgesamt £52.000 eingereicht hatte, um seinen Kokain- und Alkoholmissbrauch zu finanzieren. Viele haben angedeutet, dass er von Labour nicht ordnungsgemäß überprüft wurde, als er bei den vorgezogenen Parlamentswahlen 2017 gegen den ehemaligen stellvertretenden Premierminister der Liberaldemokraten Nick Clegg in Sheffield Hallam antreten sollte. Auf die Frage, ob das O'Mara-Debakel in den Köpfen des Labour-Teams NEC eine große Rolle spielte, sagte Reeves: „Ich möchte in keiner Weise andeuten, dass jemand, der nicht auf der engeren Auswahl steht, ein Kokainkonsument ist. Aber Jared O'Mara war ein furchtbarer Fall. Er hätte niemals als Labour-Kandidat ausgewählt werden dürfen; er hätte niemals Abgeordneter werden dürfen. Er hat öffentliche Gelder verwendet, es ist absolut richtig, dass er seine Strafe erhalten hat.“	yes
The O'Mara circumstances were "pretty exceptional," said Reeves, but she acknowledged: "There are important lessons to be learned for the Labour party and all political parties on the selection of candidates. But I would also say, in this parliament we have seen the constant undermining of standards in politics, not least by a succession of prime ministers and fines and parties and standards falling well short of what you could expect." She added: ""One thing I would say about the Labour party is that when people do wrong, they lose the whip. And that's just not the case in the Conservative party."	Die Umstände von O'Mara seien „ziemlich außergewöhnlich“, sagte Reeves, aber sie räumte ein: „Es gibt wichtige Lektionen, die für die Labour Party und alle politischen Parteien bei der Auswahl der Kandidaten zu lernen sind. Aber ich würde auch sagen, dass wir in diesem Parlament eine ständige Unterminierung politischer Standards erlebt haben, nicht zuletzt durch eine Abfolge von Premierministern und Geldstrafen sowie durch Parteien und Standards, die weit hinter dem zurückbleiben, was man erwarten könnte.“ Sie fügte hinzu: „Eine Sache, die ich über die Labour-Partei sagen würde, ist, dass Menschen, die Unrecht tun, die Peitsche verlieren. Und das ist einfach nicht der Fall in der konservativen Partei.“	no
Reeves was in Bolton to meet apprentices at a training centre for Openreach, which provides the UK's broadband network. After watching apprentices climb up pretend telegraph poles at the £1.7m site, Reeves discussed Labour's plans to overhaul the apprenticeship levy, which forces larger firms to put aside 0.5% of their payroll to fund apprentices.	Reeves war in Bolton, um Auszubildende in einem Ausbildungszentrum für Openreach zu treffen, das das britische Breitbandnetz bereitstellt. Nachdem er die Auszubildenden dabei beobachtet hatte, wie sie Telegrafenmasten an der 1,7 Millionen Pfund teuren Baustelle hochkletterten, diskutierte Reeves die Pläne von Labour, die Lehrlingsabgabe zu überarbeiten, die größere Unternehmen dazu zwingt, 0,5 % ihrer Lohnsumme für die Finanzierung von Auszubildenden aufzuwenden.	no
Businesses complain the levy is too inflexible. For example, said Reeves, Openreach "wants to retrain people who work on copper to work on fibre, but the apprenticeship levy doesn't have that flexibility around retraining." Reeves said Labour would change the levy so companies could use the money to retrain employees in industries such as the automotive sector and those currently fitting gas boilers. "We need them as part of the energy transition to net zero to be learning the skills to work on electric vehicles or fitting heat pumps or hydrogen boilers. We want those people to be retrained to get the skills that they need to succeed. And yet the apprenticeship levy is stacked up against them. Businesses want greater flexibility and young people starting off in life or older people who want to retrain to make sure that their skills are relevant for the future," said Reeves.	Unternehmen beschweren sich, dass die Abgabe zu unflexibel sei. Openreach beispielsweise, so Reeves, „will Menschen, die mit Kupfer arbeiten, auf Faser umschulen, aber die Lehrlingsabgabe bietet nicht diese Flexibilität bei der Umschulung.“ Reeves sagte, Labour werde die Abgabe ändern, damit Unternehmen das Geld für Umschulungen von Mitarbeitern in Branchen wie der Automobilindustrie und denjenigen, die derzeit Gaskessel einbauen, verwenden können. „Wir brauchen sie im Rahmen der Energiewende auf Netto-Null, um die Fertigkeiten für die Arbeit an Elektrofahrzeugen oder für den Einbau von Wärmepumpen oder Wasserstoffkesseln zu erlernen. Wir wollen, dass diese Menschen umgeschult werden, damit sie die Qualifikationen erwerben, die sie brauchen, um erfolgreich zu sein. Und doch wird ihnen die Lehrlingsabgabe aufgebürdet. Die Unternehmen wollen mehr Flexibilität und junge Menschen, die ins Leben starten, oder ältere Menschen, die sich umschulen wollen, um sicherzustellen, dass ihre Qualifikationen für die Zukunft relevant sind“, so Reeves.	no
