בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	Under the threat of extinction: three cheetah cubs were born in Iran	yes
בעזרת שי צרור, מומחה למשכנתאות, בדקנו כמה נשלם יותר ומה מומלץ לעשות כבר עכשיו.	With the help of Shai Zror, a mortgage expert, we checked how much more we will pay and what is recommended to do right now.	no
אם הריבית תעלה בחצי אחוז - בכמה יתייקר התשלום החודשי על המשכנתא?	If the interest rate increases by half a percent—how much more expensive will the monthly payment on the mortgage be?	no
במשכנתא בסכום של 1.2 מיליון שקל, שמורכבת מ־40% מסלול ריבית פריים, ההחזר החודשי יעלה ב־125 שקלים.	For a mortgage in the amount of 1.2 million NIS, which consists of a 40% prime interest plan, the monthly repayment will increase by 125 NIS.	no
בכמה התייקרה המשכנתא הממוצעת מתחילת השנה?	By how much has the average mortgage become more expensive since the beginning of this year?	no
מתחילת השנה מדובר בעלייה חדה יותר באופן משמעותי.	Since the beginning of the year, there has been a significantly sharper increase.	no
זאת, משום שגם הריביות ביתר המסלולים שמרכיבים משכנתא (ולא רק במסלול פריים) עלו - במסלול צמוד מדד ובמסלול הריבית הקבועה.	This is due to the interest rates have also gone up on the other plans that comprise a mortgage (and not just the prime track)—of the index-linked track and the fixed interest plan.	no
אם הריבית אכן תעלה בחצי אחוז, ההתייקרות תסתכם, לפי הערכתו של צרור, בכ־620 שקלים במשכנתא של כ־1.2 מיליון שקלים.	If the interest rate does go up by half a percent, the increase in price will amount, according to Zror’s estimate, to about 620 NIS on a mortgage of about 1.2 million NIS.	no
מסלול הפריים (40% במסלול הזה) ישלים התייקרות של כ־280 שקלים, בהנחה שתהיה עלייה של עוד 0.5% בחודש הבא.	The prime route (40% in this route) will complete a price increase of about 280 NIS, assuming there will be another 0.5% increase next month.	no
מסלול הריבית המשתנה צמודת מדד (26.7% במסלול הזה) ישלים התייקרות של כ־120 שקלים.	The index-linked variable interest rate (26.7% on this rate) will add up to a price increase of about 120 NIS.	no
מסלול הריבית הקבועה - לא צמוד מדד (33.3% במסלול הזה) יתייקר ב־220 שקלים.	The index-linked variable interest rate (33.3% on this rate) will add up to a price increase of about 220 NIS.	no
אז מה מומלץ לעשות כיום?	So what is recommended to do today?	no
עבור מי שיש להם משכנתא שרובה צמוד למדד, צרור ממליץ לשקול מיחזור למסלולים שאינם צמודים.	For those who have an mostly index-linked mortgage, Zror recommends considering recycling to routes that are not index-linked.	no
לנוטלי משכנתאות שההחזר החודשי עלה מבחינתם בצורה משמעותית וקשה להם לעמוד בהחזרים - הוא ממליץ לבחון לבצע מיחזור משכנתא ולפרוס אותה מחדש לתקופה ארוכה יותר.	For mortgage holders whose monthly repayments have increased significantly and it is difficult for them to meet the repayments—he recommends looking into recycling a mortgage and redeploying it for a longer period.	no
זאת, כדי להפחית את התשלומים למרות העלייה בריבית, שכן עדיף תמיד לעמוד בהחזרים ולא להיות בחדלות פירעון.	This may be done to reduce payments despite the increase in interest, since it is always better to meet the repayments and not be insolvent.	no
לגבי נוטלי משכנתאות חדשים - הוא ממליץ מאוד להכיר את המסלולים השונים ולהתאים את המשכנתא ליכולותיהם הכלכליות.	Regarding new mortgage takers—he strongly recommends getting to know the different plans and adapting the mortgage to their financial abilities.	no
כך גם בעתיד כשהריביות יירדו הם יוכלו לעשות מיחזור משכנתא עם מינימום עמלות פירעון מוקדם.	This way in the future, when interest rates drop, they will be able to recycle a mortgage with minimal early repayment fees.	no
לגבי רוכשי דירות מקבלן - צרור ממליץ להקדים תשלומים לקבלן ולקחת משכנתא כעת.	Regarding apartment purchasers from a contractor—Zror recommends to make early payments to the contractor in advance and to take out a mortgage now.	no
יש להביא בחשבון כי "מדד תשומות הבנייה" מעלה את מחיר הנכס באופן משמעותי גם לאחר שנחתם חוזה הרכישה.	It should be taken into account that the "construction input index" raises the price of the property significantly even after the purchase contract has been signed.	no
מדד מחירי תשומות הבנייה למגורים עלה בשנה האחרונה ב־6.6%.	The price index of residential construction inputs increased by 6.6% in the last year.	no
על רקע ההתייקרות במדד זה, שלשום הודיע הפיקוח על הבנקים כי הוא שוקל לחייב יצירת מנגנון שיאפשר לכלול את ההצמדות בתוך המשכנתאות, אולם ההחלטה הסופית בנושא טרם התקבלה.	considering the price increase of this index, on the day before yesterday the bank supervision authority announced that it is considering ordering the creation of a plan that would allow to include index linked within the mortgages, but the final decision on the issue has not yet been made.	no
מחיר הדלק מתייקר - והישראלים יאלצו לשלם ביולי יותר מ-8 שקלים לליטר	Fuel price is rising—and Israelis will have to pay more than 8 NIS per liter in July	yes
