בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	In the shadow of extinction: Three cheetah cubs were born in Iran.	yes
אם הריבית תעלה בחצי אחוז - בכמה יתייקר התשלום החודשי על המשכנתא?	If the interest rate increases by half a percent - how much will the monthly mortgage payment increase?	no
במשכנתא בסכום של 1.2 מיליון שקל, שמורכבת מ־40% מסלול ריבית פריים, ההחזר החודשי יעלה ב־125 שקלים.	In a mortgage of 1.2 million shekels, composed of 40% prime interest rate, the monthly repayment will increase by 125 shekels.	no
בכמה התייקרה המשכנתא הממוצעת מתחילת השנה?	How much has the average mortgage increased since the beginning of the year?	no
מתחילת השנה מדובר בעלייה חדה יותר באופן משמעותי.	Since the beginning of the year, there has been a significantly sharper increase.	no
זאת, משום שגם הריביות ביתר המסלולים שמרכיבים משכנתא (ולא רק במסלול פריים) עלו - במסלול צמוד מדד ובמסלול הריבית הקבועה.	This is because the interest rates in the other mortgage components (not just in the prime track) have also increased - in the index-linked track and in the fixed interest rate track.	no
אם הריבית אכן תעלה בחצי אחוז, ההתייקרות תסתכם, לפי הערכתו של צרור, בכ־620 שקלים במשכנתא של כ־1.2 מיליון שקלים.	If the interest rate indeed rises by half a percent, the increase will amount to about 620 shekels, according to Tzror's estimate, on a mortgage of about 1.2 million shekels.	no
מסלול הפריים (40% במסלול הזה) ישלים התייקרות של כ־280 שקלים, בהנחה שתהיה עלייה של עוד 0.5% בחודש הבא.	The Prime track (40% in this track) will complete an increase of about 280 shekels, assuming there will be another 0.5% increase next month.	no
מסלול הריבית המשתנה צמודת מדד (26.7% במסלול הזה) ישלים התייקרות של כ־120 שקלים.	The variable interest rate track linked to the index (26.7% in this track) will complete an increase of about 120 shekels.	no
מסלול הריבית הקבועה - לא צמוד מדד (33.3% במסלול הזה) יתייקר ב־220 שקלים.	The fixed interest rate track - not linked to the index (33.3% in this track) will increase by 220 shekels.	no
אז מה מומלץ לעשות כיום?	So what is recommended to do today?	no
עבור מי שיש להם משכנתא שרובה צמוד למדד, צרור ממליץ לשקול מיחזור למסלולים שאינם צמודים.	For those who have a mortgage that is mostly linked to the index, Tsror recommends considering recycling to non-linked tracks.	no
לנוטלי משכנתאות שההחזר החודשי עלה מבחינתם בצורה משמעותית וקשה להם לעמוד בהחזרים - הוא ממליץ לבחון לבצע מיחזור משכנתא ולפרוס אותה מחדש לתקופה ארוכה יותר.	For those with mortgages who find their monthly repayments have significantly increased and are struggling to meet them - he recommends considering a mortgage recycling and spreading it over a longer period.	no
זאת, כדי להפחית את התשלומים למרות העלייה בריבית, שכן עדיף תמיד לעמוד בהחזרים ולא להיות בחדלות פירעון.	This is to reduce the payments despite the interest rate increase, as it is always better to meet the repayments and not to be in default.	no
לגבי נוטלי משכנתאות חדשים - הוא ממליץ מאוד להכיר את המסלולים השונים ולהתאים את המשכנתא ליכולותיהם הכלכליות.	Regarding new mortgage borrowers - he highly recommends getting to know the different paths and adjusting the mortgage to their economic capabilities.	no
כך גם בעתיד כשהריביות יירדו הם יוכלו לעשות מיחזור משכנתא עם מינימום עמלות פירעון מוקדם.	In the future, when the interest rates drop, they will be able to refinance their mortgage with minimal early repayment fees.	no
לגבי רוכשי דירות מקבלן - צרור ממליץ להקדים תשלומים לקבלן ולקחת משכנתא כעת.	Regarding those who purchase apartments from a contractor - Tzror recommends making payments to the contractor in advance and taking a mortgage now.	no
יש להביא בחשבון כי "מדד תשומות הבנייה" מעלה את מחיר הנכס באופן משמעותי גם לאחר שנחתם חוזה הרכישה.	It should be taken into account that the "construction inputs index" significantly increases the property price even after the purchase contract has been signed.	no
מדד מחירי תשומות הבנייה למגורים עלה בשנה האחרונה ב־6.6%.	The residential construction cost index has risen by 6.6% in the last year.	no
על רקע ההתייקרות במדד זה, שלשום הודיע הפיקוח על הבנקים כי הוא שוקל לחייב יצירת מנגנון שיאפשר לכלול את ההצמדות בתוך המשכנתאות, אולם ההחלטה הסופית בנושא טרם התקבלה.	In light of the increase in this index, the Banking Supervision recently announced that it is considering requiring the inclusion of indexation within mortgages, however, the final decision on the matter has not yet been made.	no
מחיר הדלק מתייקר - והישראלים יאלצו לשלם ביולי יותר מ-8 שקלים לליטר	The fuel price is rising - and Israelis will have to pay more than 8 shekels per liter in July.	yes
משרד האנרגיה הודיע כי המחיר החדש לליטר בנזין 95 אוקטן, יעמוד על 8.08 שקל •	The Ministry of Energy announced that the new price for a liter of 95 octane gasoline will be 8.08 shekels.	yes
במקביל, תוארך עד סוף 2022 ההפחתה של חצי ש"ח לליטר במס על הסולר	Meanwhile, the reduction of half a shekel per liter in the diesel tax will be extended until the end of 2022.	yes
שיא של עשור: מחיר הבנזין יזנק ב-36 אגורות לליטר - ויעמוד החל מ-1 ביולי על יותר מ-8 שקלים לליטר.	Decade high: The price of gasoline will jump by 36 cents per liter - and will stand from July 1st at more than 8 shekels per liter.	yes
