בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	In the shadow of extinction: Three cheetah cubs were born in Iran.	yes
העלייה החדה בשיעור הריבית מייקרת במאות שקלים את החזרי המשכנתאות ומכבידה בצורה דרסטית על משקי הבית.	The sharp increase in the interest rate increases mortgage repayments by hundreds of shekels and drastically burdens households.	yes
בעזרת שי צרור, מומחה למשכנתאות, בדקנו כמה נשלם יותר ומה מומלץ לעשות כבר עכשיו.	With the help of mortgage expert Shai Bundle, we checked how much more we would pay and what is recommended to do now.	no
אם הריבית תעלה בחצי אחוז - בכמה יתייקר התשלום החודשי על המשכנתא?	If the interest rate rises by half a percent, how expensive will the monthly mortgage payment be?	no
במשכנתא בסכום של 1.2 מיליון שקל, שמורכבת מ־40% מסלול ריבית פריים, ההחזר החודשי יעלה ב־125 שקלים.	On a 1 mortgage. NIS 2 million, consisting of 40% of the prime interest track, the monthly repayment will increase by NIS 125.	no
בכמה התייקרה המשכנתא הממוצעת מתחילת השנה?	How much has the average mortgage become more expensive since the beginning of the year?	no
מתחילת השנה מדובר בעלייה חדה יותר באופן משמעותי.	Since the beginning of the year, this has been a significantly sharper increase.	no
זאת, משום שגם הריביות ביתר המסלולים שמרכיבים משכנתא (ולא רק במסלול פריים) עלו - במסלול צמוד מדד ובמסלול הריבית הקבועה.	This is because the interest rates on the other tracks that make up a mortgage ( and not just the prime track) also increased - in the index-linked track and in the fixed interest track.	no
אם הריבית אכן תעלה בחצי אחוז, ההתייקרות תסתכם, לפי הערכתו של צרור, בכ־620 שקלים במשכנתא של כ־1.2 מיליון שקלים.	If the interest rate does rise by half a percent, the increase will amount to about NIS 620 on a mortgage of about 1, according to Bundle's estimate. NIS 2 million.	no
מסלול הפריים (40% במסלול הזה) ישלים התייקרות של כ־280 שקלים, בהנחה שתהיה עלייה של עוד 0.5% בחודש הבא.	The prime track ( 40% on this track) will complete an increase in the price of about NIS 280, assuming that there will be an increase of another 0, 000, assuming that there will be an increase in the price of another 0, . 5% next month.	no
מסלול הריבית המשתנה צמודת מדד (26.7% במסלול הזה) ישלים התייקרות של כ־120 שקלים.	The variable interest track is index-linked ( 26) . 7% in this track) will complete an increase of about NIS 120.	no
מסלול הריבית הקבועה - לא צמוד מדד (33.3% במסלול הזה) יתייקר ב־220 שקלים.	The fixed interest track - not index-linked ( 33) . 3% in this track) will be increased by NIS 220) .	no
אז מה מומלץ לעשות כיום?	So what is recommended to do today?	no
עבור מי שיש להם משכנתא שרובה צמוד למדד, צרור ממליץ לשקול מיחזור למסלולים שאינם צמודים.	For those who have an index-linked mortgage, Bundle recommends considering recycling for non-linked tracks.	no
לנוטלי משכנתאות שההחזר החודשי עלה מבחינתם בצורה משמעותית וקשה להם לעמוד בהחזרים - הוא ממליץ לבחון לבצע מיחזור משכנתא ולפרוס אותה מחדש לתקופה ארוכה יותר.	For mortgage takers whose monthly repayments have increased significantly for them and who find it difficult to meet their repayments, he recommends examining refinancing a mortgage and redeploying it for a longer period of time.	no
זאת, כדי להפחית את התשלומים למרות העלייה בריבית, שכן עדיף תמיד לעמוד בהחזרים ולא להיות בחדלות פירעון.	This, to reduce payments despite the increase in interest rates, since it is always better to meet the repayments and not be insolvent.	no
לגבי נוטלי משכנתאות חדשים - הוא ממליץ מאוד להכיר את המסלולים השונים ולהתאים את המשכנתא ליכולותיהם הכלכליות.	Regarding new mortgage takers- he highly recommends getting acquainted with the different routes and adapting the mortgage to their financial capabilities.	no
כך גם בעתיד כשהריביות יירדו הם יוכלו לעשות מיחזור משכנתא עם מינימום עמלות פירעון מוקדם.	So also in the future when interest rates fall they will be able to do mortgage refinancing with minimal early repayment fees.	no
לגבי רוכשי דירות מקבלן - צרור ממליץ להקדים תשלומים לקבלן ולקחת משכנתא כעת.	Regarding buyers of apartments from a contractor, Bundle recommends making early payments to the contractor and taking out a mortgage now.	no
יש להביא בחשבון כי "מדד תשומות הבנייה" מעלה את מחיר הנכס באופן משמעותי גם לאחר שנחתם חוזה הרכישה.	It should be taken into account that the "Construction Inputs Index" raises the price of the property significantly even after the purchase contract is signed.	no
מדד מחירי תשומות הבנייה למגורים עלה בשנה האחרונה ב־6.6%.	Residential construction input price index increased 6 over the past year. 6% is.	no
על רקע ההתייקרות במדד זה, שלשום הודיע הפיקוח על הבנקים כי הוא שוקל לחייב יצירת מנגנון שיאפשר לכלול את ההצמדות בתוך המשכנתאות, אולם ההחלטה הסופית בנושא טרם התקבלה.	Against the background of the increase in the price of this index, the Banking Supervision Department announced yesterday that it is considering requiring the creation of a mechanism that will make it possible to include indexation within mortgages, but the final decision on the matter has not yet been made.	no
מחיר הדלק מתייקר - והישראלים יאלצו לשלם ביולי יותר מ-8 שקלים לליטר	The price of fuel is getting expensive - and Israelis will have to pay more than NIS 8 per liter in July.	yes
