Police arrest 15 after violent protest outside UK refugee hotel	Polizei verhaftet 15 nach gewaltsamen Protesten vor einem britischen Flüchtlingshotel	yes
There has been particular unhappiness that Leigh Drennan, the chair of Labour North West and aide to the Jeremy Corbyn-supporting Warrington North MP Charlotte Nichols, was not longlisted to try to win the seat back from the Conservatives, despite garnering nominations from four big trade unions. Reeves said she had nothing to do with candidate selection, but added: "I do know that it's really important that we have rigorous processes for who can be longlisted and who can be shortlisted."	Es herrschte besondere Unzufriedenheit darüber, dass Leigh Drennan, der Vorsitzende der Labor North West und Beraterin der Jeremy Corbyn unterstützenden Warrington North-Abgeordneten Charlotte Nichols, trotz Nominierungen von vier großen Gewerkschaften nicht auf der Langliste stand, um den Sitz von den Konservativen zurückzugewinnen. Reeves sagte, sie habe nichts mit der Kandidatenwahl zu tun, fügte aber hinzu: "Ich weiß, dass es wirklich wichtig ist, dass wir strenge Verfahren haben, um festzustellen, wer auf der Longliste und wer auf der Shortlist stehen darf".	yes
O'Mara was imprisoned for four years this week after a jury found he had submitted fake expense claims totalling £52,000 in an attempt to fund his cocaine and alcohol abuse. Many people have suggested he was not properly vetted by Labour when he was selected to fight Nick Clegg, the former Liberal Democrat deputy prime minister, in Sheffield Hallam in 2017"s snap general election. Asked if the O'Mara debacle was looming large in the minds of Labour's NEC, Reeves said: "I don't want to suggest in any way that anyone not on a shortlist is a cocaine user. But Jared O'Mara was a terrible case. He should never have been selected as a Labour candidate; he should never have been an MP. He used public money, it's absolutely right he's received his sentence."	O'Mara wurde in dieser Woche für vier Jahre ins Gefängnis gesperrt, nachdem eine Jury festgestellt hatte, dass er Falsch-Ausgabenforderungen in Höhe von insgesamt 52.000 £ als Versuch zur Finanzierung seiner Kokain- und Alkoholmissbrauch vorgelegt hatte. Viele Leute haben vorgeschlagen, dass er von Labour nicht ordnungsgemäß geprüft wurde, als er ausgewählt wurde, um Nick Clegg, den ehemaligen stellvertretenden Premierminister der Liberaldemokraten, bei den vorgezogenen Parlamentswahlen 2017 zu bekämpfen. Auf die Frage, ob das O'Mara-Debakel in den Gedanken des Labour'schen NEC groß auftaucht, sagte Reeves: "Ich möchte nicht auf irgendeine Weise vorschlagen, dass jemand, der nicht auf einer Kurzliste steht, ein Kokainkonsument ist. Aber Jared O'Mara war ein schrecklicher Fall. Er hätte nie als Kandidat der Labour Party ausgewählt werden sollen, er hätte nie ein Abgeordneter sein sollen. Er benutzte öffentliches Geld, und es ist absolut richtig, dass er seine Strafe erhalten hat".	yes
The O'Mara circumstances were "pretty exceptional," said Reeves, but she acknowledged: "There are important lessons to be learned for the Labour party and all political parties on the selection of candidates. But I would also say, in this parliament we have seen the constant undermining of standards in politics, not least by a succession of prime ministers and fines and parties and standards falling well short of what you could expect." She added: ""One thing I would say about the Labour party is that when people do wrong, they lose the whip. And that's just not the case in the Conservative party."	"Die Umstände bei O'Mara waren ziemlich außerordentlich", sagte Reeves, aber sie räumte ein: "Es gibt wichtige Lehren für die Labour Party und alle politischen Parteien in Bezug auf die Kandidatenwahl. Aber ich würde auch sagen, dass wir in diesem Parlament die ständige Untergrabung der Standards in der Politik gesehen haben, nicht zuletzt durch eine Aufeinanderfolgung von Premierministern und Geldbußen und Parteien und Standards, die weit unter dem liegen, was man erwarten könnte". Sie fügte hinzu: "Eine Sache, die ich über die Labour Party sagen würde, ist, dass, wenn die Leute Unrecht tun, sie die Peitsche verlieren. Und das ist bei der Konservativen nicht der Fall. "	no
Reeves was in Bolton to meet apprentices at a training centre for Openreach, which provides the UK's broadband network. After watching apprentices climb up pretend telegraph poles at the £1.7m site, Reeves discussed Labour's plans to overhaul the apprenticeship levy, which forces larger firms to put aside 0.5% of their payroll to fund apprentices.	Die Kommission sollte auch den Standpunkt der Europäischen Gemeinschaft und ihre Politiken über den Umfang des europäischen Handels in Europa verankern und der Kommission die Möglichkeit geben, die im Rahmen der EU-Politik verfolgten Ziele im Hinblick auf die Wettbewerbspolitik zu unterstützen.	no
Businesses complain the levy is too inflexible. For example, said Reeves, Openreach "wants to retrain people who work on copper to work on fibre, but the apprenticeship levy doesn't have that flexibility around retraining." Reeves said Labour would change the levy so companies could use the money to retrain employees in industries such as the automotive sector and those currently fitting gas boilers. "We need them as part of the energy transition to net zero to be learning the skills to work on electric vehicles or fitting heat pumps or hydrogen boilers. We want those people to be retrained to get the skills that they need to succeed. And yet the apprenticeship levy is stacked up against them. Businesses want greater flexibility and young people starting off in life or older people who want to retrain to make sure that their skills are relevant for the future," said Reeves.	"Wir brauchen sie im Rahmen der Energiewende auf Netto Null, um die Fähigkeiten zu erlernen, wie man auf Elektrofahrzeugen arbeitet oder Wärmepumpen oder Wasserstoffkessel montiert. Wir wollen, dass diese Personen umgeschult werden, um die Fähigkeiten zu erwerben, die sie benötigen, um erfolgreich zu sein. Aber die Lehrgeldsumme ist gegen sie angestapelt. Die Unternehmen wollen mehr Flexibilität und junge Menschen wollen mit dem Leben beginnen oder ältere Menschen, die umschulen wollen, um sicherzustellen, dass ihre Fähigkeiten für die Zukunft relevant sind ", sagte Reeves.	no
One arrested amid Tate Britain protest over drag queen children's event	Einer wurde verhaftet bei einem Protest gegen die Veranstaltung der Kinder von Drag Queen in der Tate Britain	yes
One person has been arrested amid a protest outside Tate Britain, where a drag queen storytelling event for children was being hosted. The Metropolitan police said one person was arrested on suspicion of making a racially aggravated comment towards a police officer outside the art gallery near Westminster. No injuries have been reported and officers remain at the scene, the force said.	Die Polizei hatte nach eigenen Angaben eine Person verhaftet, die verdächtigt wurde, einen Polizisten vor der Kunstgalerie in der Nähe von Westminster rassistisch beleidigt zu haben.	yes
The Tate was hosting Drag Queen Story Hour UK on Saturday, with tales told by Aida H Dee, who the gallery's website describes as "the first drag artist in Europe to read stories to children in a nursery." A rightwing group of protesters demonstrated outside the gallery and were met by counterprotesters led by trans-rights campaigners and political groups, including Stand Up to Racism. Officers had to form a corridor so attenders could get into the venue.	Das Tate veranstaltete am Samstag die "Drag Queen Story Hour UK" mit Geschichten von Aida H Dee, die auf der Website der Galerie als "die erste Drag-Künstlerin Europas beschrieben wird, die Kindern in einem Kindergarten Geschichten vorliest". Eine Gruppe rechte Protestierenden demonstrierte vor der Galerie und wurde von Gegendarstellern von Trans-Rechtsaktivisten und politischen Gruppen, darunter Stand Up to Racism, begegnet.	yes
Writing on Twitter, the drag queen said the day had been "proper emotional," adding that five protesters had gained entry to the Tate and "caused a disruption" in parts of the building, but they did not affect the readings. She had previously told Pink News that the invite to the Tate for the event during LGBTQ+ history month had been "an honour." Her readings have previously been targeted by protesters. The Drag Queen had said that "risk assessments" had taken place beforehand - but added it was "ridiculous" that they were necessary. Aida tweeted: "5 haters made it into the Tate. They caused a disruption. BUT not to Drag Story Hour UK ...They made a fuss elsewhere in the building, not where the show was!! SHOW 2 went swimmingly!!!" Aida had been staging three storytelling sessions on Saturday at 11am, noon and 2pm. A spokesperson for the Tate said: "We do not programme artists in order to promote particular points of view, nor to reconcile differing points of view." Our galleries offer a broad programme and visitors have the freedom to choose which aspects of it they engage with."	Auf Twitter schrieb die Drag Queen, dass der Tag "richtig emotional" vergangen sei, fügte hinzu, dass fünf Demonstranten den Eintritt in die Tate erlangt hätten und in Teilen des Gebäudes "Symptome verursacht hätten", aber sie nicht auf die Lesungen ausgewirkt hätten. Sie hatte zuvor gegenüber Pink News gesagt, dass die Einladung zur Tate zur Veranstaltung während des LGBTQ+ History Month "eine Ehre" gewesen sei.	no
Trump's Prized 40 Wall Street Building On 'Lender Watch' Amid Dropping Income: Report	Trumps beachtliche Wohnung auf der Wall Street auf "Lender Watch" bei rückläufigen Einkünften: Bericht	yes
Donald Trump's heavily mortgaged skyscraper at 40 Wall Street is on "lender watch" amid plummeting income and increasing costs, Bloomberg reported Friday. The vacancy rate at the 72-story building - Trump's most valuable - jumped to almost 18% in the third quarter of last year, according to a monthly filing on the building's remaining $126.5 million mortgage, Bloomberg reported. Expenses, meanwhile, have reportedly risen 11% since the origin of the 2015 mortgage. Trump has often bragged about the building he acquired in 1995, which was appraised at $540 million in 2015.	Die Leerlaufsquote des 72-stöckigen Gebäudes - Trumps wertvollstes Gebäude - stieg im dritten Quartal letzten Jahres auf fast 18%, laut einer monatlichen Einreichung der verbleibenden Hypothek über 126,5 Millionen Dollar des Gebäudes, so Bloomberg. Die Ausgaben sind seit Ausgang der Hypothek 2015 Berichten zufolge um 11 Prozent gestiegen. Trump hat sich häufig mit dem Gebäude angeeignet, das er 1995 erworben hat, und das 2015 auf 540 Millionen Dollar geschätzt wurde.	yes
