Police arrest 15 after violent protest outside UK refugee hotel	﻿Polizeiverhaftung 15 nach gewaltsamen Protesten außerhalb des britischen Flüchtlingshotels	yes
McDonald's has apologized after an advertisement for the fast-food chain's "McCrispy" burger was placed close to a crematorium in the UK - although some locals did see the funny side. The restaurant chain has pledged to remove the offending advertising hoarding following complaints from residents of Truro in the UK county of Cornwall. It had gained attention on social media on Friday for being placed on a busy road directly opposite an establishment which offers cremation services. The brightly lit advert, which was placed directly behind a sign pointing to the crematorium, was branded as "tasteless" by some angry locals. "Although I can see the funny side, it is tasteless and I'm sure some grieving family members won't like to see it when visiting Penmount for the funeral and cremation of a loved one," said a resident whose mother-in-law was cremated at the funeral home last year, as quoted by British media.	McDonald's hat sich entschuldigt, nachdem eine Anzeige für die Fast-Food-Kette "McCrispy" in der Nähe eines Krematoriums im Vereinigten Königreich platziert wurde - obwohl einige Einheimische die lustige Seite sahen -, obwohl einige Einheimische sich in der Nähe eines Krematoriums im Vereinigten Königreich befanden. Die Restaurantkette hat sich verpflichtet, die beleidigende Werbung nach Beschwerden von Bewohnern von Truro in der britischen Grafschaft Cornwall zu entfernen. Die hell beleuchtete Anzeige, die direkt hinter einem Zeichen, das auf das Krematorium verweist, platziert wurde, wurde von einigen wütenden Einheimischen als "geschmackslos" bezeichnet. "Obwohl ich die lustige Seite sehen kann, ist es geschmackslos und ich bin sicher, dass einige betrübende Familienmitglieder es nicht sehen werden, wenn sie Penmount für die Beerdigung und Krönung eines geliebten Menschen besuchen,	yes
However, not everyone was quite so offended by the unfortunate placement of the advertisement, with one noting that a person's reaction to it would likely be influenced by "how long ago you followed the crematorium sign wearing a black tie." One person said they "fell off the chair laughing" when they spotted the advert online, while it was also noted by another local that it was "no worse" than the council's decision to entertain the idea of allowing a crematorium to be built "next door to a retirement village."	Allerdings war nicht jeder so beleidigt von der unglücklichen Platzierung der Anzeige, wobei man bemerkte, dass die Reaktion einer Person darauf wahrscheinlich durch "wie lange du dem Krematoriumszeichen gefolgt bist, das eine schwarze Krawatte trug". Eine Person sagte, dass sie "ab dem Stuhl lachen" fühle, als sie die Anzeige online sahen, während es von einem anderen Einheimischen bemerkt wurde, dass es "nicht schlimmer" sei als die Entscheidung des Rates, die Idee zu unterhalten, ein Krematorium "nächst Tür zu einem Pensionsdorf" zu bauen.	yes
A statement issued by McDonald's was published by local media on Friday soon after an image of the advertisement went viral online, in which the restaurant chain said it would remove the advert as soon as possible. "We were unaware of the road sign in the vicinity of this bus stop. However, in light of the concerns raised by CornwallLive, we have asked for our advertisement to be removed," the fast-food brand said. Cornwall Council, which operates both the crematorium and the bus shelter which displays the advert, declined the comment on the furor when contacted by local media.	Eine Erklärung von McDonald's wurde am Freitag von lokalen Medien veröffentlicht, nachdem ein Bild der Anzeige online ging, in dem die Restaurantkette sagte, dass sie die Anzeige so schnell wie möglich entfernen würde. "Wir waren uns des Straßenschildes in der Nähe dieser Bushaltestelle nicht bewusst. Angesichts der Bedenken von CornwallLive haben wir jedoch darum gebeten, unsere Werbung zu entfernen", sagte die Fastfood-Marke. Der Cornwall Council, der sowohl das Krematorium als auch das Busheim betreibt, das die Anzeige zeigt, lehnte den Kommentar zum Pelz ab, wenn er von lokalen Medien kontaktiert wurde.	yes
Gut instinct' missing woman is not in river	Die fehlende Frau von Gut instinct ist nicht im Fluss	yes
Searches for missing English woman Nicola Bulley have entered a 16th day after her partner said his "gut instinct" is that she is not in the river. Lancashire Police said officers are keeping an "open mind" while continuing to appeal for information about Ms Bulley, who disappeared on 27 January while walking her dog in St Michael's on Wyre. The force is continuing to search the River Wyre towards the sea at Morecambe Bay, working on one hypothesis that the 45-year-old, from Inskip, could have fallen in. Their search has been aided by specialists and divers from HM Coastguard, mountain rescue, and Lancashire Fire and Rescue Service, with sniffer dogs, drones, and police helicopters deployed.	Die Polizei von Lancashire sagte, dass sie nicht im Fluss sei. Die Polizei von Lancashire sagte, dass sie nicht im Fluss sei. Die Polizei von Lancashire sagte, dass sie einen "offenen Geist" habe, während sie weiter nach Informationen über Frau Bulley appelliere, die am 27. Januar verschwand, während sie ihren Hund in St. Michaels auf Wyre verschwand. Die Polizei suchte weiterhin den Fluss Wyre in Richtung Meer in der Morecambe Bay, arbeitete an einer Hypothese, dass der 45-Jährige aus Inskip einfallen könnte. Ihre Suche wurde von Spezialisten und Tauchern von HM Coastguard, Bergrettung und Lancashire Fire and Rescue Service unterstützt.	yes
Ms Bulley vanished while walking her springer spaniel Willow near the river, shortly after dropping her daughters, aged six and nine, at school. The mortgage adviser's phone was found on a bench overlooking the river, still connected to a work call. Her partner, Paul Ansell said he wants to keep "all options open" about her disappearance, but his "gut instinct" tells him she is not in the river. He described Ms Bulley as "fun," "loving," "the most loyal friend you could ever have" and an "exceptional mum" who "absolutely adores our girls." "She's just a pillar of strength to our family and without her, the hole is bigger than you can possibly imagine," he told 5 News.	Ihr Partner, Paul Ansell, sagte, er wolle "alle Optionen offen halten" über ihr Verschwinden, aber seine "gute Instinkt" sagt ihm, sie sei nicht im Fluss. Er beschrieb Frau Bulley als "fun", "Liebe", "die loyalste Freundin, die du jemals haben könntest" und eine "exceptionale Mutter", die "absolut unsere Mädchen anbetet". "Sie ist nur eine Säule der Stärke für unsere Familie und ohne sie ist das Loch größer, als Sie sich vorstellen können", sagte er 5 News.	yes
Mr Ansell said that although the family is going through "unprecedented hell," hope that his partner will be found is "stronger than ever." Police have discounted foul play and are treating the incident as a missing person inquiry. On Thursday, the focus of their search switched from St Michael's to around 10 miles downstream where the river empties into the sea at Morecambe Bay, with patrol and rescue boats spotted in the area.	Herr Ansell sagte, dass die Familie zwar "unvorhergesehene Hölle" durchläuft, aber hofft, dass sein Partner gefunden wird, "stronger als je zuvor". Die Polizei hat das Foulspiel vernachlässigt und behandelt den Vorfall als eine Vermisste Untersuchung. Am Donnerstag wechselte der Fokus ihrer Suche von St. Michaels auf etwa 10 Meilen flussabwärts, wo der Fluss in der Morecambe Bay ins Meer mündet, mit Patrouillen und Rettungsbooten, die in der Gegend gesichtet wurden.	yes
East Germany's last communist leader dies at 95	Der letzte kommunistische Führer Ostdeutschlands stirbt mit 95 Jahren	yes
BERLIN (AP) - Hans Modrow, who served as East Germany's last communist leader during a turbulent tenure that ended in the country's first and only free election, has died. He was 95. Modrow died early Saturday, the Left party parliamentary group tweeted.	BERLIN (AP) - Hans Modrow, der als letzter kommunistischer Führer Ostdeutschlands während einer turbulenten Amtszeit diente, die zu den ersten und einzigen freien Wahlen des Landes endete, ist gestorben. Er war 95. Modrow starb am frühen Samstag, die Fraktion der Linken twitterte.	yes
Modrow, a reform-minded communist, took over East Germany shortly after the Berlin Wall fell and later invited opposition forces into the government, but could not slow the gathering momentum for German reunification. "The entire peaceful course of establishing German unity was precisely a special achievement of his," the Left wrote on Twitter."That will remain his political legacy." During 16 years as communist party chief in Dresden, starting in 1973, Modrow built a reputation as an anti-establishment figure. He rejected party perks and insisted on living in a normal apartment.	Modrow, ein reformierter Kommunist, übernahm kurz nach dem Fall der Berliner Mauer Ostdeutschland und lud später Oppositionskräfte in die Regierung ein, konnte aber die Zusammenkunftsdynamik für die deutsche Wiedervereinigung nicht verlangsamen. "Der gesamte friedliche Verlauf der Schaffung der deutschen Einheit war genau eine besondere Errungenschaft seiner", schrieb die Linke auf Twitter. "Das wird sein politisches Erbe bleiben". Während 16 Jahren als kommunistischer Parteichef in Dresden, ab 1973, baute Modrow einen Ruf als Anti-Epoche-Figur auf. Er lehnte Parteivorstellungen ab und bestand darauf, in einer normalen Wohnung zu leben.	yes
A post in East Germany's top leadership eluded him until he was made prime minister, a position that previously carried little clout, in November 1989 - days after the fall of the Berlin Wall. When hard-line leader Egon Krenz and his ruling Politburo resigned in early December, Modrow emerged as East Germany's top political figure. But the communists could no longer call the shots on their own. The following month, he agreed to share power with the increasingly vocal opposition and moved up East Germany's landmark first free election to March 1990, amid growing unrest. Even as pro-democracy rallies rapidly took on a pro-unification flavor, the communists initially had opposed talk of reunification.	Ein Posten in der Oberleitung Ostdeutschlands verwehrte sich ihm, bis er im November 1989 Premierminister wurde - Tage nach dem Fall der Berliner Mauer -, als der harte Führer Egon Krenz und sein regierendes Politbüro Anfang Dezember zurücktraten. Als der kommunistische Führer Egon Krenz und sein regierendes Politbüro Anfang Dezember zurücktraten, trat Modrow als oberste politische Figur Ostdeutschlands auf. Im darauffolgenden Monat stimmte er zu, die Macht mit der zunehmend volkstümlichen Opposition zu teilen und die bahnbrechende erste freie Wahl Ostdeutschlands bis März 1990 in wachsender Unruhe aufzuheben. Selbst als prodemokratische Kundgebungen schnell einen Pro-Einheitsgeschmack annahmen, hatten sich die Kommunisten zunächst gegen die Wiedervereinigung ausgesprochen.	yes
