Police arrest 15 after violent protest outside UK refugee hotel	Polizei verhaftet 15 nach gewalttätigem Protest vor britischem Flüchtlingshotel	yes
Wazir explained that these two tombs belong to prominent people, who lived during the beginning of the 18th dynasty of the New Kingdom - one of the most important eras of ancient Egypt. He said that the layout of the tombs are T-shaped, a style commonly used in tombs from the 18th dynasty. These consistent of an entrance, a column hall leading to a burial shaft, and walls featuring distinct inscriptions. Waziri added that Djehuty was supervisor of the state treasury and overviewed works of craftsmen and artists during the reign of Queen Hatshepsut.	Wazir erklärte, dass diese beiden Gräber prominenten Menschen gehören, die zu Beginn der 18.Dynastie des Neuen Königreichs lebten, einer der wichtigsten Epochen des alten Ägyptens. Er sagte, dass das Layout der Gräber T-förmig ist, ein Stil, der häufig in Gräbern der 18.Dynastie verwendet wird. Diese bestehen aus einem Eingang, einer Säulenhalle, die zu einem Begräbnisschacht führt, und Wänden mit ausgeprägten Inschriften. Waziri fügte hinzu, dass Djehuty Aufsichtsperson des Staatsministeriums war und Werke von Handwerkern und Künstlern während der Herrschaft von Königin Hatshepsut überarbeitete.	yes
Djehuty was also responsible for recording Hatshepsut's journey to Puntland, and providing electrum (a mixture of gold and silver) for covering the top of the obelisks that she placed in the Karnak temples. In addition, he was in charge of the process of moving the obelisks. The room that precedes the Djehuty's burial chamber features inscriptions engraved with 43 chapters of the Book of the Dead, the first time that the chapters of the book were written on the walls of tombs before being written on linen and papyrus. Hery, held the position of superintendent of the royal stores of the sacred royal wife and mother, Ahhotep.	Djehuty war auch dafür verantwortlich, Hatshepsuts Reise nach Puntland aufzunehmen und Elektrum (eine Mischung aus Gold und Silber) für die Abdeckung der Oberseite der Obelisken bereitzustellen, die sie in den Karnak-Tempeln platzierte. Darüber hinaus war er für den Umzug der Obelisken verantwortlich. Der Raum, der der Grabkammer des Djehuty vorausgeht, enthält Inschriften mit 43-Kapiteln des Buches der Toten, das erste Mal, dass die Kapitel des Buches an den Wänden der Gräber geschrieben wurden, bevor sie auf Leinen und Papyrus geschrieben wurden. Hery bekleidete die Position des Superintendent der königlichen Lager der heiligen königlichen Frau und Mutter Ahhotep.	no
Jared O'Mara should never have been a Labour candidate, says Rachel Reeves	Jared O'Mara hätte niemals Labour-Kandidat sein dürfen, sagt Rachel Reeves	yes
The disgraced former MP Jared O'Mara "should never have been selected as a Labour candidate" and deserves his four-year jail sentence, the shadow chancellor has said. Rachel Reeves was talking to the Guardian in the Bolton North East constituency on Friday, hours after key figures in the local party quit in protest at how Labour's national executive committee (NEC) was controlling the parliamentary selection process for the next general election.	Der beschämte ehemalige Abgeordnete Jared O'Mara "hätte niemals als Labour-Kandidat ausgewählt werden dürfen" und verdient seine vierjährige Gefängnisstrafe, sagte der Schattenkanzler. Rachel Reeves sprach am Freitag mit dem Guardian im Wahlkreis Bolton North East, Stunden nachdem Schlüsselfiguren der lokalen Partei aus Protest gegen die Kontrolle des nationalen Exekutivkomitees (NEC) der Labour-Partei über den parlamentarischen Auswahlprozess für die nächsten Parlamentswahlen gekündigt hatten.	yes
The entire selection committee in Bolton North East resigned after they were not allowed to choose the shortlist, an increasingly common practice in Keir Starmer's Labour party, saying: "Yet again, it appears that the Labour party is seeking to promote the views and attitudes of a clique in London, rather than local members in the north." They added: "This goes against the attitude necessary to win back the red wall, which is so desperately needed to deliver a Labour government." Reeves said: "I don't know what the circumstances are of what has happened in Bolton, but I do know that those being selected are strong candidates, often with very strong roots in their communities."	Das gesamte Auswahlkomitee in Bolton North East trat zurück, nachdem sie die Shortlist nicht wählen durften, eine immer häufigere Praxis in Keir Starmers Labour Party, und sagte: "Wieder einmal scheint es, dass die Labour Party versucht, die Ansichten und Einstellungen einer Clique in London zu fördern, anstatt lokale Mitglieder im Norden." Sie fügten hinzu: "Das widerspricht der Haltung, die notwendig ist, um die rote Mauer zurückzugewinnen, die so dringend benötigt wird, um eine Labour-Regierung zu schaffen." Reeves sagte: "Ich weiß nicht, was die Umstände des Geschehens in Bolton sind, aber ich weiß, dass diejenigen, die ausgewählt werden, starke Kandidaten sind, oft mit sehr starken Wurzeln in ihren Gemeinden."	yes
There has been particular unhappiness that Leigh Drennan, the chair of Labour North West and aide to the Jeremy Corbyn-supporting Warrington North MP Charlotte Nichols, was not longlisted to try to win the seat back from the Conservatives, despite garnering nominations from four big trade unions. Reeves said she had nothing to do with candidate selection, but added: "I do know that it's really important that we have rigorous processes for who can be longlisted and who can be shortlisted."	Besonders unglücklich war, dass Leigh Drennan, Vorsitzende der Labour North West und Assistentin der Jeremy Corbyn-unterstützenden Warrington North Abgeordneten Charlotte Nichols, nicht auf der Longlist stand, um zu versuchen, den Sitz von den Konservativen zurückzugewinnen, obwohl sie Nominierungen von vier großen Gewerkschaften erhielt. Reeves sagte, sie habe nichts mit der Kandidatenauswahl zu tun, fügte aber hinzu: "Ich weiß, dass es wirklich wichtig ist, dass wir strenge Prozesse haben, wer auf die Longlist gesetzt werden kann und wer auf die Shortlist gesetzt werden kann."	yes
O'Mara was imprisoned for four years this week after a jury found he had submitted fake expense claims totalling £52,000 in an attempt to fund his cocaine and alcohol abuse. Many people have suggested he was not properly vetted by Labour when he was selected to fight Nick Clegg, the former Liberal Democrat deputy prime minister, in Sheffield Hallam in 2017"s snap general election. Asked if the O'Mara debacle was looming large in the minds of Labour's NEC, Reeves said: "I don't want to suggest in any way that anyone not on a shortlist is a cocaine user. But Jared O'Mara was a terrible case. He should never have been selected as a Labour candidate; he should never have been an MP. He used public money, it's absolutely right he's received his sentence."	O'Mara wurde diese Woche vier Jahre lang inhaftiert, nachdem eine Jury feststellte, dass er gefälschte Kostenansprüche in Höhe von 52.000€ eingereicht hatte, um seinen Kokain- und Alkoholmissbrauch zu finanzieren. Viele Leute haben vorgeschlagen, dass er von Labour nicht richtig überprüft wurde, als er ausgewählt wurde, um Nick Clegg, den ehemaligen stellvertretenden Premierminister der Liberaldemokraten, in Sheffield Hallam bei den kurzfristigen Parlamentswahlen zu bekämpfen. Auf die Frage, ob das O'Mara-Debakel in den Köpfen des Labour's NEC groß drohte, sagte Reeves: "Ich möchte in keiner Weise vorschlagen, dass jemand, der nicht auf einer Shortlist steht, Kokainkonsum ist. Aber Jared O'Mara war ein schrecklicher Fall. Er hätte niemals als Labour-Kandidat ausgewählt werden dürfen; Er hätte niemals Abgeordneter sein dürfen. Er hat öffentliche Gelder verwendet, es ist absolut richtig, dass er seine Strafe erhalten hat. "	yes
The O'Mara circumstances were "pretty exceptional," said Reeves, but she acknowledged: "There are important lessons to be learned for the Labour party and all political parties on the selection of candidates. But I would also say, in this parliament we have seen the constant undermining of standards in politics, not least by a succession of prime ministers and fines and parties and standards falling well short of what you could expect." She added: ""One thing I would say about the Labour party is that when people do wrong, they lose the whip. And that's just not the case in the Conservative party."	Die Umstände von O'Mara waren "ziemlich außergewöhnlich", sagte Reeves, aber sie räumte ein: "Es gibt wichtige Lehren für die Labour Party und alle politischen Parteien bei der Auswahl der Kandidaten zu lernen. Aber ich würde auch sagen, dass wir in diesem Parlament die ständige Untergrabung der Standards in der Politik gesehen haben, nicht zuletzt durch eine Reihe von Premierministern und Bußgeldern und Parteien und Standards, die weit hinter dem zurückbleiben, was man erwarten konnte." Sie fügte hinzu: "Eine Sache, die ich über die Labour Party sagen würde, ist, dass Menschen, die Unrecht tun, die Peitsche verlieren. Und das ist einfach nicht der Fall in der konservativen Partei. "	no
Reeves was in Bolton to meet apprentices at a training centre for Openreach, which provides the UK's broadband network. After watching apprentices climb up pretend telegraph poles at the £1.7m site, Reeves discussed Labour's plans to overhaul the apprenticeship levy, which forces larger firms to put aside 0.5% of their payroll to fund apprentices.	Reeves war in Bolton, um Lehrlinge in einem Ausbildungszentrum für Openreach zu treffen, das das Breitbandnetz Großbritanniens anbietet. Nachdem Reeves beobachtet hatte, wie Lehrlinge vorgetäuschte Telegraphenmasten auf dem £1,7m-Standort kletterten, diskutierte er über Labour's Pläne, die Ausbildungsabgabe zu überarbeiten, die größere Unternehmen zwingt, 0,5% ihrer Gehaltsliste zur Finanzierung von Lehrlingen beiseite zu legen.	no
Businesses complain the levy is too inflexible. For example, said Reeves, Openreach "wants to retrain people who work on copper to work on fibre, but the apprenticeship levy doesn't have that flexibility around retraining." Reeves said Labour would change the levy so companies could use the money to retrain employees in industries such as the automotive sector and those currently fitting gas boilers. "We need them as part of the energy transition to net zero to be learning the skills to work on electric vehicles or fitting heat pumps or hydrogen boilers. We want those people to be retrained to get the skills that they need to succeed. And yet the apprenticeship levy is stacked up against them. Businesses want greater flexibility and young people starting off in life or older people who want to retrain to make sure that their skills are relevant for the future," said Reeves.	Unternehmen beschweren sich, dass die Abgabe zu unflexibel ist. Zum Beispiel, so Reeves, möchte Openreach "Menschen, die an Kupfer arbeiten, um an Fasern zu arbeiten, umschulen, aber die Ausbildungsabgabe hat nicht diese Flexibilität bei der Umschulung." Reeves sagte, Labour werde die Abgabe ändern, damit Unternehmen das Geld verwenden könnten, um Mitarbeiter in Branchen wie dem Automobilsektor und jenen, die derzeit Gaskessel montieren, umzuschulen. "Wir brauchen sie als Teil der Energiewende auf Netto-Null, um die Fähigkeiten zu erlernen, an Elektrofahrzeugen zu arbeiten oder Wärmepumpen oder Wasserstoffkessel zu montieren. Wir wollen, dass diese Menschen neu ausgebildet werden, um die Fähigkeiten zu erwerben, die sie benötigen, um erfolgreich zu sein. Und doch ist die Ausbildungsabgabe gegen sie gestapelt. Unternehmen wollen mehr Flexibilität und junge Menschen beginnen im Leben oder ältere Menschen, die sich umschulen wollen, um sicherzustellen, dass ihre Fähigkeiten für die Zukunft relevant sind", sagte Reeves.	no
