Police arrest 15 after violent protest outside UK refugee hotel	Polizei verhaftet 15 nach gewalttätigen Protesten vor einem Flüchtlingshotel in Großbritannien	yes
There has been particular unhappiness that Leigh Drennan, the chair of Labour North West and aide to the Jeremy Corbyn-supporting Warrington North MP Charlotte Nichols, was not longlisted to try to win the seat back from the Conservatives, despite garnering nominations from four big trade unions. Reeves said she had nothing to do with candidate selection, but added: "I do know that it's really important that we have rigorous processes for who can be longlisted and who can be shortlisted."	Die Abgeordneten der Labour Party und der Labour Party in Nordwest-Irland haben sich darüber geärgert, dass Leigh Drennan, die Vorsitzende der Labour Party Nordwest und Assistentin der Jeremy Corbyn unterstützenden Warrington-North-Abgeordneten Charlotte Nichols, nicht auf der Longlist stand, um den Sitz von den Konservativen zurückzugewinnen, obwohl sie Nominierungen von vier großen Gewerkschaften erhalten hatte.	yes
O'Mara was imprisoned for four years this week after a jury found he had submitted fake expense claims totalling £52,000 in an attempt to fund his cocaine and alcohol abuse. Many people have suggested he was not properly vetted by Labour when he was selected to fight Nick Clegg, the former Liberal Democrat deputy prime minister, in Sheffield Hallam in 2017"s snap general election. Asked if the O'Mara debacle was looming large in the minds of Labour's NEC, Reeves said: "I don't want to suggest in any way that anyone not on a shortlist is a cocaine user. But Jared O'Mara was a terrible case. He should never have been selected as a Labour candidate; he should never have been an MP. He used public money, it's absolutely right he's received his sentence."	O'Mara wurde in dieser Woche für vier Jahre inhaftiert, nachdem eine Jury festgestellt hatte, dass er gefälschte Kostenansprüche in Höhe von insgesamt 52.000 Pfund eingereicht hatte, um seinen Kokain- und Alkoholmissbrauch zu finanzieren. Viele Leute haben vorgeschlagen, dass er von Labour nicht ordnungsgemäß geprüft wurde, als er ausgewählt wurde, um Nick Clegg, den ehemaligen stellvertretenden Premierminister der Liberaldemokraten, bei den vorgezogenen Parlamentswahlen in Sheffield Hallam 2017 zu bekämpfen. Auf die Frage, ob das O'Mara-Debakel in den Köpfen des NEC der Labour-Partei groß auftauchte, sagte Reeves: "Ich möchte in keiner Weise darauf hindeuten, dass jemand, der nicht auf einer Auswahlliste steht, ein Kokainkonsument ist. Aber Jared O'Mara war ein schrecklicher Fall. Er hätte niemals als Kandidat der Labour-Partei ausgewählt werden dürfen; er hätte niemals Abgeordneter sein dürfen. Er hat öffentliches Geld verwendet, es ist absolut richtig, dass er seine Strafe erhielt hat".	yes
The O'Mara circumstances were "pretty exceptional," said Reeves, but she acknowledged: "There are important lessons to be learned for the Labour party and all political parties on the selection of candidates. But I would also say, in this parliament we have seen the constant undermining of standards in politics, not least by a succession of prime ministers and fines and parties and standards falling well short of what you could expect." She added: ""One thing I would say about the Labour party is that when people do wrong, they lose the whip. And that's just not the case in the Conservative party."	Die Umstände bei O'Mara waren "ziemlich außergewöhnlich", sagte Reeves, aber sie räumte ein: "Es gibt wichtige Lehren für die Labour-Partei und alle politischen Parteien bei der Kandidatenwahl. Aber ich würde auch sagen, in diesem Parlament haben wir die ständige Untergrabung der Standards in der Politik gesehen, nicht zuletzt durch eine Aufeinanderfolge von Premierministern und Geldstrafen und Parteien und Standards, die weit hinter dem zurückbleiben, was man erwarten könnte". Sie fügte hinzu: "Eine Sache, die ich über die Labour-Partei sagen würde, ist, dass, wenn Menschen Unrecht tun, sie die Peitsche verlieren. Und das ist einfach nicht der Fall in der Konservativen Partei".	no
Reeves was in Bolton to meet apprentices at a training centre for Openreach, which provides the UK's broadband network. After watching apprentices climb up pretend telegraph poles at the £1.7m site, Reeves discussed Labour's plans to overhaul the apprenticeship levy, which forces larger firms to put aside 0.5% of their payroll to fund apprentices.	Die Kommission hat die Kommission ersucht, die in den Verträgen vorgesehenen Maßnahmen zu ergreifen, um die Auswirkungen der Verträge auf die Wettbewerbsfähigkeit der Unternehmen zu verringern und die Wettbewerbsfähigkeit der Unternehmen zu verbessern.	no
Businesses complain the levy is too inflexible. For example, said Reeves, Openreach "wants to retrain people who work on copper to work on fibre, but the apprenticeship levy doesn't have that flexibility around retraining." Reeves said Labour would change the levy so companies could use the money to retrain employees in industries such as the automotive sector and those currently fitting gas boilers. "We need them as part of the energy transition to net zero to be learning the skills to work on electric vehicles or fitting heat pumps or hydrogen boilers. We want those people to be retrained to get the skills that they need to succeed. And yet the apprenticeship levy is stacked up against them. Businesses want greater flexibility and young people starting off in life or older people who want to retrain to make sure that their skills are relevant for the future," said Reeves.	Die Unternehmen beklagen sich, dass die Abgabe zu unflexibel ist. "Openreach möchte beispielsweise Leute umschulen, die an Kupfer arbeiten, um an Faser zu arbeiten, aber die Lehrlingsausgabe hat keine Flexibilität bei der Umschulung", sagte Reeves. "Die Labour-Partei würde die Abgabe ändern, damit die Unternehmen das Geld für die Umschulung von Mitarbeitern in Branchen wie dem Automobilbereich und den derzeit Gasboilern verwenden können". "Wir brauchen sie als Teil der Energiewende auf Netto-Null, um die Fähigkeiten zu erlernen, um an Elektrofahrzeugen zu arbeiten oder Wärmepumpen oder Wasserstoffboiler zu montieren.	no
One arrested amid Tate Britain protest over drag queen children's event	Einer wurde während des Protests gegen die Kinder-Drag Queen-Veranstaltung der Tate Britain verhaftet	yes
One person has been arrested amid a protest outside Tate Britain, where a drag queen storytelling event for children was being hosted. The Metropolitan police said one person was arrested on suspicion of making a racially aggravated comment towards a police officer outside the art gallery near Westminster. No injuries have been reported and officers remain at the scene, the force said.	Die Polizei in London hat eine Person festgenommen, die einen rassistisch beleidigenden Kommentar gegenüber einem Polizisten vor der Kunstgalerie in der Nähe von Westminster abgegeben hat.	yes
The Tate was hosting Drag Queen Story Hour UK on Saturday, with tales told by Aida H Dee, who the gallery's website describes as "the first drag artist in Europe to read stories to children in a nursery." A rightwing group of protesters demonstrated outside the gallery and were met by counterprotesters led by trans-rights campaigners and political groups, including Stand Up to Racism. Officers had to form a corridor so attenders could get into the venue.	Die Tate veranstaltete am Samstag die Drag Queen Story Hour UK, mit Geschichten von Aida H Dee, die auf der Website der Galerie als "die erste Drag-Künstlerin in Europa beschrieben wird, die Kindern in einem Kindergarten Geschichten vorliest". Eine rechte Gruppe von Demonstranten demonstrierte vor der Galerie und wurde von Gegenprotestierenden getroffen, die von Trans-Rechtsaktivisten und politischen Gruppen angeführt wurden, darunter Stand Up to Racism.	yes
Writing on Twitter, the drag queen said the day had been "proper emotional," adding that five protesters had gained entry to the Tate and "caused a disruption" in parts of the building, but they did not affect the readings. She had previously told Pink News that the invite to the Tate for the event during LGBTQ+ history month had been "an honour." Her readings have previously been targeted by protesters. The Drag Queen had said that "risk assessments" had taken place beforehand - but added it was "ridiculous" that they were necessary. Aida tweeted: "5 haters made it into the Tate. They caused a disruption. BUT not to Drag Story Hour UK ...They made a fuss elsewhere in the building, not where the show was!! SHOW 2 went swimmingly!!!" Aida had been staging three storytelling sessions on Saturday at 11am, noon and 2pm. A spokesperson for the Tate said: "We do not programme artists in order to promote particular points of view, nor to reconcile differing points of view." Our galleries offer a broad programme and visitors have the freedom to choose which aspects of it they engage with."	Die Drag Queen schrieb auf Twitter, dass der Tag "richtig emotional" gewesen sei und fügte hinzu, dass fünf Demonstranten den Eintritt in die Tate erlangt und "ein Störfall" in Teilen des Gebäudes verursacht hätten, aber sie die Lesungen nicht beeinflusst hätten. Sie hatte zuvor gegenüber Pink News gesagt, dass die Einladung zur Tate für die Veranstaltung während des LGBTQ+-Geschichtsmonats "eine Ehre" gewesen sei.	no
Trump's Prized 40 Wall Street Building On 'Lender Watch' Amid Dropping Income: Report	Trumps hoch geschätzte Wall Street Building 40 steht unter "Lender Watch" inmitten sinkender Einkommen: Bericht	yes
Donald Trump's heavily mortgaged skyscraper at 40 Wall Street is on "lender watch" amid plummeting income and increasing costs, Bloomberg reported Friday. The vacancy rate at the 72-story building - Trump's most valuable - jumped to almost 18% in the third quarter of last year, according to a monthly filing on the building's remaining $126.5 million mortgage, Bloomberg reported. Expenses, meanwhile, have reportedly risen 11% since the origin of the 2015 mortgage. Trump has often bragged about the building he acquired in 1995, which was appraised at $540 million in 2015.	Der US-Präsident Donald Trumps hoch hypothekarischer Wolkenkratzer in der 40 Wall Street steht unter "Lender Watch" angesichts des Einnahme- und Kostensenkens, berichtete Bloomberg am Freitag. Die Leerstandsrate des 72-stöckigen Gebäudes - Trumps wertvollstes - stieg im dritten Quartal des vergangenen Jahres laut einer monatlichen Einreichung über die verbleibende Hypothek von 126,5 Millionen Dollar auf fast 18 Prozent.	yes
