Police arrest 15 after violent protest outside UK refugee hotel	Die Polizei verhaftet 15 Personen nach gewaltsamen Protesten vor einem britischen Flüchtlingshotel	yes
Wazir explained that these two tombs belong to prominent people, who lived during the beginning of the 18th dynasty of the New Kingdom - one of the most important eras of ancient Egypt. He said that the layout of the tombs are T-shaped, a style commonly used in tombs from the 18th dynasty. These consistent of an entrance, a column hall leading to a burial shaft, and walls featuring distinct inscriptions. Waziri added that Djehuty was supervisor of the state treasury and overviewed works of craftsmen and artists during the reign of Queen Hatshepsut.	Wazir erklärte, dass diese beiden Gräber prominenten Personen gehören, die zu Beginn der 18. Dynastie des Neuen Reiches lebten - einer der wichtigsten Epochen des alten Ägypten. Er sagte, dass die Anordnung der Gräber T-förmig sei, ein Stil, der häufig in Gräbern der 18. Dynastie verwendet wurde. Diese bestehen aus einem Eingang, einer Säulenhalle, die zu einem Grabschacht führt, und Wänden mit unterschiedlichen Inschriften. Waziri fügte hinzu, dass Djehuty Aufseher der Staatskasse war und während der Regierungszeit von Königin Hatschepsut Werke von Handwerkern und Künstlern beaufsichtigte.	yes
Djehuty was also responsible for recording Hatshepsut's journey to Puntland, and providing electrum (a mixture of gold and silver) for covering the top of the obelisks that she placed in the Karnak temples. In addition, he was in charge of the process of moving the obelisks. The room that precedes the Djehuty's burial chamber features inscriptions engraved with 43 chapters of the Book of the Dead, the first time that the chapters of the book were written on the walls of tombs before being written on linen and papyrus. Hery, held the position of superintendent of the royal stores of the sacred royal wife and mother, Ahhotep.	Djehuty war auch dafür verantwortlich, Hatschepsuts Reise nach Puntland aufzuzeichnen und Elektrum (eine Mischung aus Gold und Silber) für die Oberseite der Obelisken bereitzustellen, die sie in den Karnak-Tempeln platzierte. Außerdem war er für den Prozess der Bewegung der Obelisken verantwortlich. In dem Raum, der der Grabkammer des Djehuty vorausgeht, sind Inschriften mit 43 Kapiteln des Totenbuches eingraviert. Dies ist das erste Mal, dass die Kapitel des Buches an die Wände von Gräbern geschrieben wurden, bevor sie auf Leinen und Papyrus geschrieben wurden. Hery hatte die Position des Superintendenten der königlichen Geschäfte der heiligen königlichen Frau und Mutter Ahhotep inne.	no
Jared O'Mara should never have been a Labour candidate, says Rachel Reeves	Jared O'Mara hätte niemals ein Labour-Kandidat werden dürfen, sagt Rachel Reeves	yes
The disgraced former MP Jared O'Mara "should never have been selected as a Labour candidate" and deserves his four-year jail sentence, the shadow chancellor has said. Rachel Reeves was talking to the Guardian in the Bolton North East constituency on Friday, hours after key figures in the local party quit in protest at how Labour's national executive committee (NEC) was controlling the parliamentary selection process for the next general election.	Der in Ungnade gefallene ehemalige Abgeordnete Jared O'Mara „hätte niemals als Labour-Kandidat ausgewählt werden dürfen“ und verdiene seine vierjährige Gefängnisstrafe, sagte der Schattenkanzler. Rachel Reeves sprach am Freitag im Wahlkreis Bolton North East mit dem Guardian, Stunden nachdem wichtige Persönlichkeiten der lokalen Partei ausgetreten waren, um gegen die Art und Weise zu protestieren, wie das nationale Exekutivkomitee (NEC) von Labour das parlamentarische Auswahlverfahren für die nächsten Parlamentswahlen kontrollierte.	yes
The entire selection committee in Bolton North East resigned after they were not allowed to choose the shortlist, an increasingly common practice in Keir Starmer's Labour party, saying: "Yet again, it appears that the Labour party is seeking to promote the views and attitudes of a clique in London, rather than local members in the north." They added: "This goes against the attitude necessary to win back the red wall, which is so desperately needed to deliver a Labour government." Reeves said: "I don't know what the circumstances are of what has happened in Bolton, but I do know that those being selected are strong candidates, often with very strong roots in their communities."	Das gesamte Auswahlkomitee in Bolton North East trat zurück, nachdem es ihnen nicht erlaubt war, die Auswahlliste zu wählen, was in Keir Starmers Labour-Partei zunehmend üblich ist, und sagte: „Wieder einmal scheint es, dass die Labour-Partei versucht, die Ansichten und Einstellungen einer Clique in London zu fördern und nicht die lokalen Mitglieder im Norden.“ Sie fügten hinzu: „Dies widerspricht der Haltung, die notwendig ist, um die rote Mauer zurückzugewinnen, die für die Bildung einer Labour-Regierung so dringend erforderlich ist.“ Reeves sagte: „Ich weiß nicht, unter welchen Umständen das, was in Bolton passiert ist, aber ich weiß, dass es sich bei den ausgewählten Kandidaten um starke Kandidaten handelt, die oft sehr starke Wurzeln in ihren Gemeinden haben.“	yes
There has been particular unhappiness that Leigh Drennan, the chair of Labour North West and aide to the Jeremy Corbyn-supporting Warrington North MP Charlotte Nichols, was not longlisted to try to win the seat back from the Conservatives, despite garnering nominations from four big trade unions. Reeves said she had nothing to do with candidate selection, but added: "I do know that it's really important that we have rigorous processes for who can be longlisted and who can be shortlisted."	Es war besonders bedauerlich, dass Leigh Drennan, Vorsitzender von Labour North West und Berater der Jeremy Corbyn-Unterstützerin von Warrington North, Charlotte Nichols, nicht auf die Longlist gesetzt wurde, um zu versuchen, den Sitz von den Konservativen zurückzugewinnen, obwohl er Nominierungen von vier großen Gewerkschaften erhalten hatte. Reeves sagte, sie habe nichts mit der Kandidatenauswahl zu tun, fügte aber hinzu: „Ich weiß, dass es wirklich wichtig ist, dass wir strenge Verfahren dafür haben, wer auf die Longlist und wer in die engere Wahl kommen kann.“	yes
O'Mara was imprisoned for four years this week after a jury found he had submitted fake expense claims totalling £52,000 in an attempt to fund his cocaine and alcohol abuse. Many people have suggested he was not properly vetted by Labour when he was selected to fight Nick Clegg, the former Liberal Democrat deputy prime minister, in Sheffield Hallam in 2017"s snap general election. Asked if the O'Mara debacle was looming large in the minds of Labour's NEC, Reeves said: "I don't want to suggest in any way that anyone not on a shortlist is a cocaine user. But Jared O'Mara was a terrible case. He should never have been selected as a Labour candidate; he should never have been an MP. He used public money, it's absolutely right he's received his sentence."	O'Mara wurde diese Woche für vier Jahre inhaftiert, nachdem eine Jury festgestellt hatte, dass er gefälschte Spesenabrechnungen in Höhe von insgesamt 52.000 Pfund eingereicht hatte, um seinen Kokain- und Alkoholmissbrauch zu finanzieren. Viele Leute haben angedeutet, dass er von Labour nicht ordnungsgemäß überprüft wurde, als er ausgewählt wurde, bei den vorgezogenen Parlamentswahlen 2017 in Sheffield Hallam gegen Nick Clegg, den ehemaligen stellvertretenden Premierminister der Liberaldemokraten, zu kämpfen. Auf die Frage, ob das O'Mara-Debakel in den Köpfen des NEC von Labour eine große Rolle spiele, sagte Reeves: „Ich möchte in keiner Weise behaupten, dass jemand, der nicht auf der Auswahlliste steht, ein Kokainkonsument ist. Aber Jared O'Mara war ein schrecklicher Fall. Er hätte niemals als Labour-Kandidat ausgewählt werden dürfen; er hätte niemals Abgeordneter werden dürfen. Er hat öffentliche Gelder verwendet, es ist absolut richtig, dass er seine Strafe erhalten hat.“	yes
The O'Mara circumstances were "pretty exceptional," said Reeves, but she acknowledged: "There are important lessons to be learned for the Labour party and all political parties on the selection of candidates. But I would also say, in this parliament we have seen the constant undermining of standards in politics, not least by a succession of prime ministers and fines and parties and standards falling well short of what you could expect." She added: ""One thing I would say about the Labour party is that when people do wrong, they lose the whip. And that's just not the case in the Conservative party."	Die Umstände in O'Mara waren „ziemlich außergewöhnlich“, sagte Reeves, räumte jedoch ein: „Für die Labour-Partei und alle politischen Parteien müssen bei der Auswahl der Kandidaten wichtige Lehren gezogen werden. Aber ich würde auch sagen, dass in diesem Parlament die Standards in der Politik ständig untergraben wurden, nicht zuletzt durch eine Reihe von Premierministern und Bußgeldern und Parteien und Standards, die weit hinter dem zurückblieben, was man erwarten konnte.“ Sie fügte hinzu: „Eine Sache, die ich über die Labour-Partei sagen würde, ist, dass Menschen die Peitsche verlieren, wenn sie etwas falsch machen. Und das ist in der konservativen Partei einfach nicht der Fall.“	no
Reeves was in Bolton to meet apprentices at a training centre for Openreach, which provides the UK's broadband network. After watching apprentices climb up pretend telegraph poles at the £1.7m site, Reeves discussed Labour's plans to overhaul the apprenticeship levy, which forces larger firms to put aside 0.5% of their payroll to fund apprentices.	Reeves war in Bolton, um Auszubildende in einem Schulungszentrum für Openreach zu treffen, das das britische Breitbandnetz bereitstellt. Nachdem er beobachtet hatte, wie Auszubildende an dem 1,7 Millionen Pfund teuren Standort auf vorgetäuschte Telegrafenmasten kletterten, erörterte Reeves die Pläne von Labour zur Überarbeitung der Lehrlingsabgabe, die größere Unternehmen zwingt, 0,5% ihrer Gehälter für die Finanzierung von Auszubildenden bereitzustellen.	no
Businesses complain the levy is too inflexible. For example, said Reeves, Openreach "wants to retrain people who work on copper to work on fibre, but the apprenticeship levy doesn't have that flexibility around retraining." Reeves said Labour would change the levy so companies could use the money to retrain employees in industries such as the automotive sector and those currently fitting gas boilers. "We need them as part of the energy transition to net zero to be learning the skills to work on electric vehicles or fitting heat pumps or hydrogen boilers. We want those people to be retrained to get the skills that they need to succeed. And yet the apprenticeship levy is stacked up against them. Businesses want greater flexibility and young people starting off in life or older people who want to retrain to make sure that their skills are relevant for the future," said Reeves.	Unternehmen beschweren sich, dass die Abgabe zu unflexibel ist. Laut Reeves möchte Openreach beispielsweise „Menschen, die mit Kupfer arbeiten, auf Glasfasertechnik umschulen, aber die Lehrlingsabgabe bietet nicht diese Flexibilität in Bezug auf die Umschulung“. Reeves sagte, Labour werde die Abgabe ändern, damit Unternehmen das Geld für die Umschulung von Mitarbeitern in Branchen wie dem Automobilsektor und solchen, die derzeit Gaskessel montieren, verwenden könnten. „Im Rahmen der Energiewende hin zu Netto-Null-Energie brauchen wir sie, um die Fähigkeiten für die Arbeit an Elektrofahrzeugen oder den Einbau von Wärmepumpen oder Wasserstoffkesseln zu erlernen. Wir wollen, dass diese Menschen umgeschult werden, um die Fähigkeiten zu erwerben, die sie für ihren Erfolg benötigen. Und doch wird ihnen die Lehrlingsabgabe zugeschoben. Unternehmen wünschen sich mehr Flexibilität und junge Menschen, die ein neues Leben beginnen, oder ältere Menschen, die sich weiterbilden möchten, um sicherzustellen, dass ihre Fähigkeiten für die Zukunft relevant sind „, sagte Reeves.	no
