Police arrest 15 after violent protest outside UK refugee hotel	Polizei nimmt 15 Personen nach gewaltsamen Protesten vor einem britischen Flüchtlingshotel fest	yes
Wazir explained that these two tombs belong to prominent people, who lived during the beginning of the 18th dynasty of the New Kingdom - one of the most important eras of ancient Egypt. He said that the layout of the tombs are T-shaped, a style commonly used in tombs from the 18th dynasty. These consistent of an entrance, a column hall leading to a burial shaft, and walls featuring distinct inscriptions. Waziri added that Djehuty was supervisor of the state treasury and overviewed works of craftsmen and artists during the reign of Queen Hatshepsut.	Wazir erklärte, dass diese beiden Gräber prominenten Persönlichkeiten gehören, die zu Beginn der 18. Dynastie des Neuen Reiches lebten - einer der wichtigsten Epochen des alten Ägypten. Er sagte, dass der Grundriss der Gräber T-förmig ist, ein Stil, der bei Gräbern aus der 18. Dynastie üblich war. Diese bestehen aus einem Eingang, einer Säulenhalle, die zu einem Grabschacht führt, und Wänden mit deutlichen Inschriften. Waziri fügte hinzu, dass Djehuty während der Herrschaft von Königin Hatschepsut als Aufseher der Staatskasse die Arbeiten von Handwerkern und Künstlern überwachte.	yes
Djehuty was also responsible for recording Hatshepsut's journey to Puntland, and providing electrum (a mixture of gold and silver) for covering the top of the obelisks that she placed in the Karnak temples. In addition, he was in charge of the process of moving the obelisks. The room that precedes the Djehuty's burial chamber features inscriptions engraved with 43 chapters of the Book of the Dead, the first time that the chapters of the book were written on the walls of tombs before being written on linen and papyrus. Hery, held the position of superintendent of the royal stores of the sacred royal wife and mother, Ahhotep.	Djehuty war auch für die Aufzeichnung von Hatschepsuts Reise nach Puntland verantwortlich und besorgte Elektrum (eine Mischung aus Gold und Silber) für die Abdeckung der Obelisken, die sie in den Tempeln von Karnak aufstellte. Darüber hinaus war er für den Transport der Obelisken verantwortlich. Im Raum vor der Grabkammer des Djehuty sind Inschriften mit 43 Kapiteln des Totenbuchs eingraviert. Dies war das erste Mal, dass die Kapitel des Buchs auf die Wände der Gräber geschrieben wurden, bevor sie auf Leinen und Papyrus geschrieben wurden. Hery hatte das Amt des Verwalters der königlichen Vorräte der heiligen königlichen Frau und Mutter Ahhotep inne.	no
Jared O'Mara should never have been a Labour candidate, says Rachel Reeves	Jared O'Mara hätte nie für die Labour Party kandidieren dürfen, sagt Rachel Reeves	yes
The disgraced former MP Jared O'Mara "should never have been selected as a Labour candidate" and deserves his four-year jail sentence, the shadow chancellor has said. Rachel Reeves was talking to the Guardian in the Bolton North East constituency on Friday, hours after key figures in the local party quit in protest at how Labour's national executive committee (NEC) was controlling the parliamentary selection process for the next general election.	Der in Ungnade gefallene ehemalige Abgeordnete Jared O'Mara "hätte nie als Kandidat der Labour-Partei ausgewählt werden dürfen" und hat seine vierjährige Haftstrafe verdient, so die Schattenkanzlerin. Rachel Reeves sprach am Freitag mit dem Guardian im Wahlkreis Bolton North East, wenige Stunden, nachdem Schlüsselfiguren der örtlichen Partei aus Protest gegen die Art und Weise, wie der nationale Exekutivausschuss (NEC) der Labour-Partei das parlamentarische Auswahlverfahren für die nächsten Parlamentswahlen kontrollierte, ausgetreten waren.	yes
The entire selection committee in Bolton North East resigned after they were not allowed to choose the shortlist, an increasingly common practice in Keir Starmer's Labour party, saying: "Yet again, it appears that the Labour party is seeking to promote the views and attitudes of a clique in London, rather than local members in the north." They added: "This goes against the attitude necessary to win back the red wall, which is so desperately needed to deliver a Labour government." Reeves said: "I don't know what the circumstances are of what has happened in Bolton, but I do know that those being selected are strong candidates, often with very strong roots in their communities."	Der gesamte Auswahlausschuss in Bolton North East ist zurückgetreten, nachdem er die Auswahlliste nicht mitbestimmen durfte, was in der Labour-Partei von Keir Starmer zunehmend üblich ist: "Wieder einmal hat es den Anschein, dass die Labour-Partei versucht, die Ansichten und Haltungen einer Clique in London zu fördern und nicht die der lokalen Mitglieder im Norden." Sie fügten hinzu: "Dies widerspricht der Haltung, die notwendig ist, um die rote Wand zurückzugewinnen, die so dringend benötigt wird, um eine Labour-Regierung zu stellen." Reeves sagte: "Ich kenne die Umstände nicht, die zu den Vorfällen in Bolton geführt haben, aber ich weiß, dass es sich bei den Auserwählten um starke Kandidaten handelt, die oft sehr stark in ihren Gemeinden verwurzelt sind."	yes
There has been particular unhappiness that Leigh Drennan, the chair of Labour North West and aide to the Jeremy Corbyn-supporting Warrington North MP Charlotte Nichols, was not longlisted to try to win the seat back from the Conservatives, despite garnering nominations from four big trade unions. Reeves said she had nothing to do with candidate selection, but added: "I do know that it's really important that we have rigorous processes for who can be longlisted and who can be shortlisted."	Besonders unglücklich ist, dass Leigh Drennan, die Vorsitzende von Labour North West und Adjutantin der Jeremy Corbyn unterstützenden Abgeordneten Charlotte Nichols aus Warrington North, nicht auf die Longlist gesetzt wurde, um zu versuchen, den Sitz von den Konservativen zurückzugewinnen, obwohl sie Nominierungen von vier großen Gewerkschaften erhalten hat. Reeves sagte, sie habe nichts mit der Auswahl der Kandidaten zu tun, fügte aber hinzu: "Ich weiß, dass es wirklich wichtig ist, dass wir strenge Verfahren dafür haben, wer auf die lange Liste kommt und wer in die engere Wahl kommt."	yes
O'Mara was imprisoned for four years this week after a jury found he had submitted fake expense claims totalling £52,000 in an attempt to fund his cocaine and alcohol abuse. Many people have suggested he was not properly vetted by Labour when he was selected to fight Nick Clegg, the former Liberal Democrat deputy prime minister, in Sheffield Hallam in 2017"s snap general election. Asked if the O'Mara debacle was looming large in the minds of Labour's NEC, Reeves said: "I don't want to suggest in any way that anyone not on a shortlist is a cocaine user. But Jared O'Mara was a terrible case. He should never have been selected as a Labour candidate; he should never have been an MP. He used public money, it's absolutely right he's received his sentence."	O'Mara wurde diese Woche für vier Jahre inhaftiert, nachdem ein Geschworenengericht festgestellt hatte, dass er gefälschte Spesenabrechnungen in Höhe von insgesamt 52.000 Pfund eingereicht hatte, um seinen Kokain- und Alkoholmissbrauch zu finanzieren. Viele Menschen haben behauptet, dass er von der Labour-Partei nicht richtig überprüft wurde, als er ausgewählt wurde, um bei den vorgezogenen Parlamentswahlen 2017 in Sheffield Hallam gegen Nick Clegg, den ehemaligen stellvertretenden Premierminister der Liberaldemokraten, anzutreten. Auf die Frage, ob das Debakel um O'Mara in den Köpfen des NEC der Labour-Partei eine Rolle spiele, sagte Reeves: "Ich möchte in keiner Weise behaupten, dass jeder, der nicht auf der Auswahlliste steht, Kokain konsumiert. Aber Jared O'Mara war ein schrecklicher Fall. Er hätte nie als Labour-Kandidat ausgewählt werden dürfen; er hätte nie Abgeordneter werden dürfen. Er hat öffentliche Gelder verwendet, es ist absolut richtig, dass er seine Strafe erhalten hat."	yes
The O'Mara circumstances were "pretty exceptional," said Reeves, but she acknowledged: "There are important lessons to be learned for the Labour party and all political parties on the selection of candidates. But I would also say, in this parliament we have seen the constant undermining of standards in politics, not least by a succession of prime ministers and fines and parties and standards falling well short of what you could expect." She added: ""One thing I would say about the Labour party is that when people do wrong, they lose the whip. And that's just not the case in the Conservative party."	Die Umstände bei O'Mara waren "ziemlich außergewöhnlich", sagte Reeves, räumte aber ein: "Es gibt wichtige Lehren für die Labour-Partei und alle politischen Parteien bei der Auswahl von Kandidaten zu ziehen. Aber ich würde auch sagen, dass wir in diesem Parlament die ständige Untergrabung von Standards in der Politik gesehen haben, nicht zuletzt durch eine Reihe von Premierministern und Geldstrafen und Parteien und Standards, die weit hinter dem zurückbleiben, was man erwarten könnte." Sie fügte hinzu: "Eine Sache, die ich über die Labour-Partei sagen würde, ist, dass die Leute, wenn sie etwas falsch machen, die Peitsche verlieren. Und das ist in der konservativen Partei einfach nicht der Fall."	no
Reeves was in Bolton to meet apprentices at a training centre for Openreach, which provides the UK's broadband network. After watching apprentices climb up pretend telegraph poles at the £1.7m site, Reeves discussed Labour's plans to overhaul the apprenticeship levy, which forces larger firms to put aside 0.5% of their payroll to fund apprentices.	Reeves war in Bolton, um Auszubildende in einem Ausbildungszentrum von Openreach zu treffen, das das britische Breitbandnetz bereitstellt. Nachdem er die Auszubildenden dabei beobachtet hatte, wie sie auf der 1,7 Millionen Pfund teuren Anlage auf vorgetäuschte Telegrafenmasten kletterten, erörterte Reeves die Pläne der Labour-Partei zur Überarbeitung der Lehrlingsabgabe, die größere Unternehmen dazu zwingt, 0,5 % ihrer Lohnsumme für die Finanzierung von Auszubildenden zur Seite zu legen.	no
Businesses complain the levy is too inflexible. For example, said Reeves, Openreach "wants to retrain people who work on copper to work on fibre, but the apprenticeship levy doesn't have that flexibility around retraining." Reeves said Labour would change the levy so companies could use the money to retrain employees in industries such as the automotive sector and those currently fitting gas boilers. "We need them as part of the energy transition to net zero to be learning the skills to work on electric vehicles or fitting heat pumps or hydrogen boilers. We want those people to be retrained to get the skills that they need to succeed. And yet the apprenticeship levy is stacked up against them. Businesses want greater flexibility and young people starting off in life or older people who want to retrain to make sure that their skills are relevant for the future," said Reeves.	Die Unternehmen beklagen, dass die Abgabe zu unflexibel ist. Zum Beispiel, so Reeves, will Openreach "Leute, die mit Kupfer arbeiten, auf Glasfaser umschulen, aber die Lehrlingsabgabe bietet nicht diese Flexibilität für Umschulungen". Reeves sagte, die Labour-Partei würde die Abgabe so ändern, dass Unternehmen das Geld für die Umschulung von Arbeitnehmern in Branchen wie dem Automobilsektor und denjenigen, die derzeit Gasheizkessel montieren, verwenden könnten. "Im Rahmen der Energiewende müssen sie die Fähigkeiten erlernen, um an Elektrofahrzeugen, Wärmepumpen oder Wasserstoffheizkesseln zu arbeiten. Wir wollen, dass diese Menschen umgeschult werden, damit sie die Fähigkeiten erwerben, die sie für ihren Erfolg brauchen. Doch die Ausbildungsplatzabgabe steht ihnen im Wege. Die Unternehmen wollen mehr Flexibilität, und junge Menschen, die am Anfang ihres Lebens stehen, oder ältere Menschen, die sich umschulen lassen wollen, wollen sicherstellen, dass ihre Fähigkeiten für die Zukunft relevant sind", sagte Reeves.	no
